num,image_url,suggestions
418,https://i.imgur.com/b3tICNm.png,{}
419,https://i.imgur.com/PQEozAy.png,{'Wizard': 'Zauberer'}
420,https://i.imgur.com/x30GvZz.png,{}
421,https://i.imgur.com/MMjZFR4.png,{}
422,https://i.imgur.com/uPTGkhe.png,{}
423,https://i.imgur.com/rEdKTOM.png,{}
424,https://i.imgur.com/lKIDJkO.png,{}
425,https://i.imgur.com/pMXAxaE.png,{}
426,https://i.imgur.com/15tmMoe.png,{}
427,https://i.imgur.com/EWggw0C.png,{}
428,https://i.imgur.com/fAD8jnu.png,{}
429,https://i.imgur.com/yxrr3yn.png,{}
430,https://i.imgur.com/2EkSAff.png,{}
431,https://i.imgur.com/QtnGDbt.png,{}
432,https://i.imgur.com/UHdUsPi.png,{}
433,https://i.imgur.com/d75nUKA.png,{}
434,https://i.imgur.com/bAQ1FEa.png,{}
435,https://i.imgur.com/NKqYLeJ.png,{}
436,https://i.imgur.com/7vEJGJf.png,{}
437,https://i.imgur.com/v72xzfZ.png,{'St. Mungo': 'St. Mungo'}
438,https://i.imgur.com/SsFIkSX.png,{}
439,https://i.imgur.com/TwHB0TQ.png,{}
440,https://i.imgur.com/TNVlT2O.png,{}
441,https://i.imgur.com/bSwTVeI.png,{}
442,https://i.imgur.com/xhRxR3O.png,{}
443,https://i.imgur.com/e9ELjGn.png,{}
444,https://i.imgur.com/d2DQQu6.png,{}
445,https://i.imgur.com/MQikdTd.png,{}
446,https://i.imgur.com/WUciBs0.png,{}
447,https://i.imgur.com/RsY1JUW.png,{}
448,https://i.imgur.com/aGWIkZ2.png,{}
449,https://i.imgur.com/Jrss1eR.png,{}
450,https://i.imgur.com/z3mbHW3.png,{}
451,https://i.imgur.com/sj9Vjl4.png,{}
452,https://i.imgur.com/gFSB7mS.png,{}
453,https://i.imgur.com/UVClCiP.png,{}
454,https://i.imgur.com/1H7JwKW.png,{}
455,https://i.imgur.com/kMMscTx.png,{}
456,https://i.imgur.com/X5OMSag.png,{}
457,https://i.imgur.com/UvSDJ5K.png,{}
458,https://i.imgur.com/Zx6Zxmt.png,{}
459,https://i.imgur.com/hisSrUP.png,{}
460,https://i.imgur.com/ChWGtik.png,{}
461,https://i.imgur.com/WN8Wn8Q.png,{}
462,https://i.imgur.com/m9wBqNr.png,{}
463,https://i.imgur.com/E7PK7RX.png,{}
464,https://i.imgur.com/lP6fEKZ.png,{}
465,https://i.imgur.com/OQe1J18.png,{}
466,https://i.imgur.com/hoiBx5N.png,{}
467,https://i.imgur.com/8fLhDqx.png,{}
468,https://i.imgur.com/yNLcbqt.png,{}
